event_date,user_id,age,gender,os,messages_sent,messages_received,users_received,users_sent
2025-02-19,121124,21,1,Android,7,1,1,7
2025-02-19,128070,41,1,Android,13,0,0,3
2025-02-19,17795,22,1,Android,1,8,1,1
2025-02-19,16719,22,1,iOS,6,0,0,6
2025-02-19,116159,24,1,iOS,12,8,1,11
2025-02-19,121821,16,1,iOS,2,1,1,2
2025-02-19,18886,23,1,Android,1,2,1,1
2025-02-19,15754,22,1,Android,2,13,1,2
2025-02-19,14401,17,0,Android,7,0,0,7
2025-02-19,14115,18,0,iOS,5,2,1,5
2025-02-19,4814,52,1,Android,7,0,0,2
2025-02-19,23138,25,1,Android,4,2,1,4
2025-02-19,121275,22,0,Android,5,4,1,5
2025-02-19,121109,30,1,iOS,2,1,1,2
2025-02-19,3236,19,0,Android,1,0,0,1
2025-02-19,120765,18,0,iOS,10,3,1,9
2025-02-19,109671,15,1,Android,1,0,0,1
2025-02-19,115807,31,0,Android,0,2,1,0
2025-02-19,20306,17,1,iOS,3,0,0,3
2025-02-19,23084,53,0,iOS,4,0,0,2
2025-02-19,19754,23,0,iOS,2,0,0,2
2025-02-19,125444,33,0,Android,6,2,1,5
2025-02-19,5666,52,0,iOS,6,0,0,2
2025-02-19,23289,21,1,iOS,10,24,1,10
2025-02-19,119522,18,0,Android,4,0,0,4
2025-02-19,108768,19,0,iOS,5,11,1,5
2025-02-19,23169,22,0,iOS,5,7,1,5
2025-02-19,18931,19,0,Android,5,0,0,5
2025-02-19,110652,21,0,Android,4,0,0,4
2025-02-19,125983,53,1,Android,1,0,0,1
2025-02-19,20126,32,1,Android,5,1,1,4
2025-02-19,124273,23,0,Android,7,5,1,7
2025-02-19,18578,50,0,Android,2,0,0,1
2025-02-19,111686,16,0,Android,4,8,1,4
2025-02-19,20495,19,0,Android,3,6,1,3
2025-02-19,125816,24,1,iOS,3,6,1,3
2025-02-19,15209,14,1,Android,3,0,0,2
2025-02-19,126907,19,0,Android,2,0,0,2
2025-02-19,8545,18,1,iOS,3,2,1,3
2025-02-19,16131,26,1,iOS,4,0,0,4
2025-02-19,16275,18,1,iOS,7,11,1,7
2025-02-19,110767,32,1,Android,2,4,1,2
2025-02-19,20876,20,0,Android,1,6,1,1
2025-02-19,128674,34,0,iOS,3,0,0,2
2025-02-19,123915,35,0,Android,5,0,0,1
2025-02-19,123328,36,1,Android,2,1,1,1
2025-02-19,10375,35,1,Android,1,2,1,1
2025-02-19,124922,25,0,iOS,6,12,1,6
2025-02-19,111584,21,0,Android,4,2,1,4
2025-02-19,19879,17,1,iOS,2,3,1,2
2025-02-19,113816,25,1,iOS,3,2,1,3
2025-02-19,111197,33,1,Android,1,0,0,1
2025-02-19,12068,37,1,Android,2,0,0,1
2025-02-19,118557,14,0,Android,1,2,1,1
2025-02-19,16889,32,1,iOS,3,1,1,3
2025-02-19,13088,43,0,iOS,5,0,0,2
2025-02-19,119113,26,0,Android,3,4,1,3
2025-02-19,21724,44,1,Android,3,0,0,2
2025-02-19,117685,23,0,iOS,1,3,1,1
2025-02-19,118159,25,1,iOS,6,0,0,5
2025-02-19,19957,20,1,iOS,3,4,1,3
2025-02-19,4429,29,0,Android,5,6,1,5
2025-02-19,15850,22,0,Android,6,7,1,6
2025-02-19,16255,24,0,Android,6,2,1,6
2025-02-19,121230,57,0,Android,2,0,0,1
2025-02-19,21241,19,0,iOS,8,6,1,8
2025-02-19,114091,24,1,iOS,4,2,1,4
2025-02-19,120778,49,1,iOS,4,0,0,2
2025-02-19,121027,29,1,iOS,2,2,1,2
2025-02-19,18970,25,0,Android,0,6,1,0
2025-02-19,113997,20,0,Android,1,0,0,1
2025-02-19,23199,14,1,iOS,2,0,0,1
2025-02-19,21365,31,1,iOS,0,3,1,0
2025-02-19,115117,23,1,iOS,10,11,1,9
2025-02-19,10110,34,0,Android,9,16,1,6
2025-02-19,128966,43,1,iOS,6,0,0,2
2025-02-19,121898,30,0,Android,6,3,1,6
2025-02-19,17276,20,0,Android,2,0,0,2
2025-02-19,15402,17,0,iOS,4,0,0,3
2025-02-19,126915,30,0,Android,6,6,1,6
2025-02-19,11899,28,1,Android,0,1,1,0
2025-02-19,5515,21,1,iOS,3,7,1,3
2025-02-19,121116,22,0,Android,2,2,1,2
2025-02-19,15354,26,1,iOS,2,0,0,2
2025-02-19,11286,39,0,Android,8,3,1,2
2025-02-19,123936,35,0,Android,3,2,1,2
2025-02-19,9651,22,0,Android,1,2,1,1
2025-02-19,20431,20,1,Android,5,3,1,5
2025-02-19,15992,38,1,iOS,4,0,0,1
2025-02-19,296,23,1,iOS,1,0,0,1
2025-02-19,123283,20,0,iOS,2,0,0,2
2025-02-19,9506,33,1,Android,2,3,1,1
2025-02-19,114255,31,1,Android,6,1,1,6
2025-02-19,17443,27,0,Android,4,5,1,4
2025-02-19,19835,37,1,Android,2,3,1,2
2025-02-19,22004,23,1,iOS,1,1,1,1
2025-02-19,114316,16,1,iOS,1,3,1,1
2025-02-19,121311,19,0,Android,1,1,1,1
2025-02-19,116742,43,1,iOS,8,0,0,2
2025-02-19,122197,45,1,iOS,8,0,0,2
2025-02-19,22754,15,1,Android,7,0,0,7
2025-02-19,128472,25,0,Android,2,4,1,2
2025-02-19,122119,21,0,Android,4,6,1,4
2025-02-19,22861,27,0,Android,2,4,1,2
2025-02-19,17773,26,1,Android,5,2,1,5
2025-02-19,124723,20,1,iOS,3,9,1,3
2025-02-19,15592,22,0,Android,3,1,1,3
2025-02-19,122616,27,0,iOS,5,6,1,4
2025-02-19,125252,48,0,iOS,1,0,0,1
2025-02-19,2183,19,1,Android,13,4,1,12
2025-02-19,4373,26,1,iOS,3,11,1,3
2025-02-19,113973,19,0,iOS,10,4,1,9
2025-02-19,128763,20,1,Android,1,1,1,1
2025-02-19,121872,38,1,Android,8,0,0,2
2025-02-19,128653,35,0,Android,4,3,1,3
2025-02-19,17063,39,1,Android,6,1,1,2
2025-02-19,128782,36,0,Android,1,0,0,1
2025-02-19,22280,31,0,Android,5,3,1,5
2025-02-19,125981,24,1,iOS,6,9,1,6
2025-02-19,21647,18,1,iOS,5,0,0,5
2025-02-19,18794,36,0,iOS,11,0,0,2
2025-02-19,14139,21,1,Android,4,16,1,3
2025-02-19,109924,27,1,Android,10,3,1,10
2025-02-19,22496,20,0,Android,2,1,1,2
2025-02-19,117870,22,1,Android,7,4,1,7
2025-02-19,13515,35,1,Android,3,0,0,2
2025-02-19,128983,23,0,Android,4,10,1,4
2025-02-19,1029,18,1,Android,4,7,1,4
2025-02-19,21812,14,0,Android,6,0,0,5
2025-02-19,11153,32,0,iOS,2,79,1,2
2025-02-19,122268,25,1,iOS,3,15,1,3
2025-02-19,17065,19,0,Android,4,12,1,4
2025-02-19,14616,18,1,iOS,2,3,1,2
2025-02-19,17711,22,1,Android,3,7,1,3
2025-02-19,15559,29,1,Android,0,2,1,0
2025-02-19,111648,25,0,Android,2,0,0,2
2025-02-19,125906,21,0,Android,8,0,0,8
2025-02-19,129041,20,0,Android,6,11,1,6
2025-02-19,116295,29,0,iOS,7,0,0,7
2025-02-19,118532,32,1,Android,2,1,1,2
2025-02-19,18710,40,1,Android,6,4,1,3
2025-02-19,122627,31,0,iOS,3,2,1,3
2025-02-19,22263,20,1,iOS,8,15,1,8
2025-02-19,127178,45,1,Android,11,0,0,5
2025-02-19,118657,31,1,iOS,4,0,0,4
2025-02-19,11736,41,0,Android,1,0,0,1
2025-02-19,129464,27,0,Android,2,1,1,2
2025-02-19,23118,37,1,iOS,2,3,1,2
2025-02-19,13484,34,0,Android,6,7,1,2
2025-02-19,122993,52,0,Android,2,0,0,1
2025-02-19,16224,45,0,Android,1,0,0,1
2025-02-19,116103,34,1,iOS,4,1,1,2
2025-02-19,10206,20,0,Android,6,2,1,6
2025-02-19,5974,38,0,iOS,1,2,1,1
2025-02-19,111157,18,0,Android,10,7,1,9
2025-02-19,22960,26,1,Android,3,2,1,3
2025-02-19,11641,23,1,Android,6,0,0,6
2025-02-19,3639,39,1,iOS,2,0,0,1
2025-02-19,18229,33,1,iOS,5,5,1,3
2025-02-19,123242,20,1,Android,3,5,1,3
2025-02-19,121661,38,1,iOS,4,4,1,2
2025-02-19,21207,30,0,iOS,1,0,0,1
2025-02-19,114602,27,1,iOS,1,0,0,1
2025-02-19,16805,27,0,Android,6,0,0,6
2025-02-19,107186,17,1,Android,3,0,0,3
2025-02-19,121587,21,1,Android,3,0,0,3
2025-02-19,117499,18,1,Android,4,1,1,4
2025-02-19,123609,17,0,Android,5,0,0,4
2025-02-19,114608,20,0,iOS,4,10,1,4
2025-02-19,119370,19,0,iOS,1,0,0,1
2025-02-19,8033,27,1,Android,3,0,0,3
2025-02-19,16311,19,1,Android,8,13,1,8
2025-02-19,113936,20,1,Android,3,0,0,3
2025-02-19,114084,19,1,iOS,1,0,0,1
2025-02-19,115582,26,0,Android,4,0,0,4
2025-02-19,116564,22,1,Android,2,0,0,2
2025-02-19,110974,34,0,Android,4,2,1,2
2025-02-19,22889,35,0,iOS,3,3,1,2
2025-02-19,16788,26,0,Android,10,20,1,10
2025-02-19,10666,17,0,Android,6,0,0,6
2025-02-19,17503,29,1,Android,7,0,0,7
2025-02-19,7856,46,0,Android,7,0,0,6
2025-02-19,10146,18,0,Android,1,0,0,1
2025-02-19,129095,20,1,Android,9,12,1,8
2025-02-19,21303,32,1,Android,5,2,1,5
2025-02-19,6973,25,1,Android,3,5,1,3
2025-02-19,128591,23,1,Android,5,15,1,5
2025-02-19,129183,24,1,Android,3,0,0,3
2025-02-19,118236,30,0,Android,5,2,1,5
2025-02-19,128117,46,1,iOS,1,0,0,1
2025-02-19,21973,17,0,iOS,7,4,1,7
2025-02-19,18196,20,1,Android,4,1,1,4
2025-02-19,121081,33,0,Android,5,1,1,2
2025-02-19,119139,28,0,Android,2,0,0,2
2025-02-19,9623,19,1,Android,4,0,0,4
2025-02-19,13283,23,1,iOS,3,4,1,3
2025-02-19,20133,16,1,Android,4,4,1,3
2025-02-19,16776,51,1,iOS,2,0,0,2
2025-02-19,22549,49,0,Android,1,0,0,1
2025-02-19,122404,33,0,Android,4,0,0,1
2025-02-19,22942,25,1,Android,3,10,1,3
2025-02-19,107834,23,1,Android,9,0,0,9
2025-02-19,19852,21,1,Android,1,0,0,1
2025-02-19,4156,16,0,Android,6,8,1,1
2025-02-19,11376,19,1,iOS,1,1,1,1
2025-02-19,14801,44,0,Android,7,0,0,2
2025-02-19,16725,15,1,Android,2,0,0,2
2025-02-19,126721,19,1,Android,2,0,0,2
2025-02-19,121855,18,1,iOS,3,2,1,3
2025-02-19,119732,16,0,Android,4,6,1,4
2025-02-19,112906,17,0,Android,3,1,1,3
2025-02-19,120329,32,0,Android,4,4,1,4
2025-02-19,2578,36,0,Android,2,1,1,1
2025-02-19,16870,44,1,iOS,6,0,0,3
2025-02-19,125090,21,1,Android,9,5,1,9
2025-02-19,23176,40,0,Android,7,0,0,4
2025-02-19,16896,62,0,iOS,4,0,0,2
2025-02-19,128613,26,1,iOS,2,5,1,2
2025-02-19,111896,19,0,iOS,3,1,1,3
2025-02-19,127216,16,0,iOS,4,0,0,4
2025-02-19,16058,25,1,Android,3,4,1,3
2025-02-19,14652,28,0,Android,3,0,0,3
2025-02-19,17196,14,0,Android,3,1,1,1
2025-02-19,18926,22,1,iOS,6,7,1,6
2025-02-19,22766,29,1,Android,1,9,1,1
2025-02-19,8772,15,1,Android,3,2,1,1
2025-02-19,23319,59,0,Android,1,0,0,1
2025-02-19,119158,29,0,iOS,3,1,1,3
2025-02-19,16692,35,1,Android,5,3,1,2
2025-02-19,123639,42,1,Android,6,4,1,2
2025-02-19,20242,20,0,Android,7,7,1,7
2025-02-19,107464,42,1,Android,5,1,1,2
2025-02-19,20820,19,0,iOS,3,0,0,3
2025-02-19,22966,14,0,Android,4,0,0,1
2025-02-19,124865,17,1,iOS,4,1,1,4
2025-02-19,107058,34,1,iOS,1,3,1,1
2025-02-19,118088,28,1,Android,4,2,1,4
2025-02-19,120179,26,1,iOS,10,0,0,10
2025-02-19,118052,23,1,iOS,5,9,1,5
2025-02-19,110770,51,0,Android,5,0,0,2
2025-02-19,3752,24,0,Android,6,16,1,6
2025-02-19,124462,29,1,Android,9,11,1,8
2025-02-19,10020,48,1,Android,4,0,0,2
2025-02-19,22842,33,0,iOS,6,0,0,5
2025-02-19,128442,20,0,Android,0,1,1,0
2025-02-19,17783,26,1,Android,3,7,1,3
2025-02-19,128196,18,0,Android,3,7,1,3
2025-02-19,11487,18,1,Android,4,3,1,4
2025-02-19,129028,44,0,iOS,6,0,0,4
2025-02-19,22625,23,1,Android,2,0,0,2
2025-02-19,16534,21,0,Android,3,4,1,3
2025-02-19,16850,18,1,Android,3,4,1,3
2025-02-19,10290,30,1,Android,5,1,1,5
2025-02-19,121068,46,1,iOS,3,0,0,2
2025-02-19,109226,21,1,Android,2,6,1,2
2025-02-19,22999,20,0,Android,4,0,0,4
2025-02-19,11447,22,0,Android,1,3,1,1
2025-02-19,124130,18,1,iOS,4,0,0,4
2025-02-19,19985,33,1,iOS,4,4,1,2
2025-02-19,18165,20,0,iOS,0,1,1,0
2025-02-19,116524,20,1,Android,8,0,0,8
2025-02-19,115913,21,0,iOS,6,0,0,6
2025-02-19,22638,22,0,iOS,2,12,1,2
2025-02-19,15976,25,1,iOS,4,0,0,4
2025-02-19,10958,18,1,Android,3,0,0,3
2025-02-19,113095,22,0,Android,1,5,1,1
2025-02-19,120275,17,1,Android,5,5,1,5
2025-02-19,120915,20,1,iOS,6,0,0,6
2025-02-19,128731,17,1,iOS,6,5,1,6
2025-02-19,112777,25,0,Android,0,2,1,0
2025-02-19,22583,42,1,iOS,1,0,0,1
2025-02-19,12730,18,0,Android,2,4,1,2
2025-02-19,122103,16,0,Android,1,0,0,1
2025-02-19,127758,22,0,Android,4,2,1,4
2025-02-19,15464,28,1,iOS,2,4,1,2
2025-02-19,123216,35,0,Android,4,21,1,2
2025-02-19,120064,42,1,Android,4,0,0,2
2025-02-19,15934,29,1,Android,6,4,1,6
2025-02-19,16612,20,0,iOS,4,0,0,4
2025-02-19,127205,16,1,Android,5,1,1,5
2025-02-19,22892,18,1,Android,3,11,1,3
2025-02-19,110519,19,0,Android,4,8,1,4
2025-02-19,121629,45,1,Android,2,0,0,2
2025-02-19,16726,43,0,iOS,3,0,0,2
2025-02-19,115346,15,0,iOS,2,0,0,2
2025-02-19,22422,21,1,Android,14,12,1,14
2025-02-19,127888,25,0,iOS,5,0,0,5
2025-02-19,109460,15,1,Android,4,0,0,2
2025-02-19,128662,37,1,Android,1,0,0,1
2025-02-19,113309,20,1,iOS,5,8,1,5
2025-02-19,15177,15,0,Android,5,9,1,5
2025-02-19,107073,28,0,Android,4,5,1,4
2025-02-19,128002,26,1,Android,1,0,0,1
2025-02-19,8190,46,0,Android,7,0,0,4
2025-02-19,16147,47,1,Android,3,0,0,2
2025-02-19,110002,27,1,Android,1,4,1,1
2025-02-19,17621,21,0,Android,1,5,1,1
2025-02-19,127356,37,1,iOS,3,2,1,2
2025-02-19,127113,21,0,iOS,4,7,1,4
2025-02-19,2138,36,1,Android,3,2,1,2
2025-02-19,15553,62,1,Android,5,0,0,2
2025-02-19,18820,67,0,Android,3,0,0,2
2025-02-19,21546,21,0,Android,4,6,1,4
2025-02-19,15918,20,0,Android,1,0,0,1
2025-02-19,20980,22,1,Android,1,8,1,1
2025-02-19,19924,23,0,Android,2,5,1,2
2025-02-19,11639,38,1,iOS,7,0,0,3
2025-02-19,127749,47,1,Android,16,0,0,2
2025-02-19,128827,24,1,Android,8,7,1,8
2025-02-19,16159,15,1,iOS,0,3,1,0
2025-02-19,18412,23,1,Android,0,9,1,0
2025-02-19,16357,23,1,Android,3,11,1,3
2025-02-19,122950,33,0,Android,9,4,1,8
2025-02-19,17547,62,0,iOS,1,0,0,1
2025-02-19,121446,27,0,iOS,2,0,0,2
2025-02-19,119128,16,0,iOS,5,7,1,5
2025-02-19,10380,21,0,Android,2,0,0,2
2025-02-19,17476,34,0,Android,4,0,0,2
2025-02-19,119826,20,0,Android,1,2,1,1
2025-02-19,19098,25,0,Android,3,5,1,3
2025-02-19,9361,23,0,Android,4,0,0,4
2025-02-19,122136,18,0,iOS,3,5,1,3
2025-02-19,12153,23,0,iOS,4,4,1,4
2025-02-19,126352,32,0,Android,4,0,0,4
2025-02-19,118193,22,0,Android,2,0,0,2
2025-02-19,125562,29,1,Android,3,1,1,3
2025-02-19,117519,24,0,iOS,4,0,0,4
2025-02-19,113035,32,1,Android,6,4,1,5
2025-02-19,22481,20,0,Android,4,13,1,4
2025-02-19,118666,30,0,iOS,3,6,1,3
2025-02-19,121655,37,0,Android,6,2,1,2
2025-02-19,128447,32,0,Android,2,1,1,2
2025-02-19,124963,42,1,Android,4,0,0,2
2025-02-19,16975,41,0,iOS,5,0,0,2
2025-02-19,14595,39,0,Android,3,0,0,2
2025-02-19,122572,22,0,iOS,12,5,1,12
2025-02-19,23281,16,0,iOS,3,3,1,2
2025-02-19,124295,19,1,iOS,7,0,0,5
2025-02-19,4288,28,1,iOS,3,3,1,3
2025-02-19,121860,43,0,Android,1,1,1,1
2025-02-19,107822,16,1,iOS,3,0,0,3
2025-02-19,128906,18,1,iOS,6,9,1,6
2025-02-19,19382,20,1,Android,3,1,1,3
2025-02-19,14937,22,1,Android,7,11,1,6
2025-02-19,7013,40,1,iOS,1,0,0,1
2025-02-19,22217,34,1,Android,6,2,1,6
2025-02-19,127774,17,1,Android,6,2,1,6
2025-02-19,18042,26,0,Android,3,1,1,3
2025-02-19,125008,30,0,Android,4,9,1,4
2025-02-19,110655,20,1,iOS,5,7,1,5
2025-02-19,113870,18,1,Android,7,5,1,7
2025-02-19,124884,17,1,Android,5,0,0,5
2025-02-19,124271,18,0,Android,7,222,1,7
2025-02-19,109353,18,0,Android,5,1,1,5
2025-02-19,12513,32,1,Android,10,253,1,8
2025-02-19,128038,17,1,Android,2,0,0,2
2025-02-19,116087,51,1,Android,8,0,0,2
2025-02-19,124416,20,0,iOS,3,0,0,3
2025-02-19,108183,23,1,Android,6,1,1,6
2025-02-19,19274,29,1,Android,5,8,1,4
2025-02-19,14689,18,0,Android,9,0,0,7
2025-02-19,118868,23,0,Android,3,4,1,3
2025-02-19,122067,38,1,iOS,5,0,0,2
2025-02-19,20928,26,1,Android,2,4,1,2
2025-02-19,122857,15,0,Android,5,3,1,5
2025-02-19,16462,25,1,Android,8,0,0,8
2025-02-19,124545,23,1,Android,7,7,1,6
2025-02-19,18928,24,1,Android,3,8,1,3
2025-02-19,4868,27,0,Android,4,3,1,4
2025-02-19,129077,20,1,iOS,4,0,0,4
2025-02-19,16552,38,0,Android,6,0,0,3
2025-02-19,231,26,1,Android,4,4,1,4
2025-02-19,115689,14,0,Android,3,0,0,2
2025-02-19,19007,17,0,iOS,3,160,1,2
2025-02-19,16778,34,0,iOS,2,2,1,2
2025-02-19,17960,38,0,Android,5,1,1,2
2025-02-19,129113,17,0,Android,6,12,1,5
2025-02-19,22164,21,0,Android,5,0,0,5
2025-02-19,129416,29,1,Android,5,0,0,4
2025-02-19,123974,28,1,Android,2,7,1,2
2025-02-19,124531,29,0,Android,3,0,0,3
2025-02-19,121711,17,1,Android,4,3,1,4
2025-02-19,128414,40,1,Android,3,0,0,2
2025-02-19,127173,20,0,iOS,4,2,1,4
2025-02-19,22623,25,0,iOS,5,1,1,5
2025-02-19,128922,34,0,iOS,9,5,1,2
2025-02-19,129477,26,1,Android,3,10,1,3
2025-02-19,23091,23,0,Android,7,0,0,7
