event_date,user_id,age,gender,os,messages_sent,messages_received,users_received,users_sent
2025-02-20,107350,28,1,iOS,3,2,1,3
2025-02-20,126518,18,0,iOS,7,17,1,7
2025-02-20,20980,22,1,Android,1,6,1,1
2025-02-20,16159,15,1,iOS,4,0,0,3
2025-02-20,22310,19,0,Android,5,1,1,5
2025-02-20,122321,21,1,Android,4,5,1,4
2025-02-20,122950,33,0,Android,1,2,1,1
2025-02-20,129110,35,1,Android,3,0,0,2
2025-02-20,111760,41,1,Android,4,0,0,1
2025-02-20,119128,16,0,iOS,5,3,1,5
2025-02-20,10380,21,0,Android,5,0,0,5
2025-02-20,18540,36,1,Android,4,0,0,1
2025-02-20,22867,16,1,Android,4,4,1,4
2025-02-20,125562,29,1,Android,4,9,1,4
2025-02-20,113035,32,1,Android,6,2,1,3
2025-02-20,122410,26,1,Android,5,14,1,5
2025-02-20,128447,32,0,Android,1,3,1,1
2025-02-20,7342,25,0,Android,7,0,0,7
2025-02-20,14595,39,0,Android,2,0,0,1
2025-02-20,124295,19,1,iOS,10,11,1,10
2025-02-20,110074,34,1,iOS,18,4,1,5
2025-02-20,117799,27,1,Android,4,9,1,4
2025-02-20,116291,23,0,iOS,3,1,1,3
2025-02-20,107822,16,1,iOS,6,0,0,6
2025-02-20,126677,32,1,iOS,4,12,1,3
2025-02-20,125895,20,1,iOS,8,4,1,8
2025-02-20,128906,18,1,iOS,4,7,1,4
2025-02-20,7013,40,1,iOS,6,3,1,2
2025-02-20,18042,26,0,Android,11,0,0,10
2025-02-20,116126,66,1,Android,3,0,0,2
2025-02-20,110580,19,1,iOS,7,17,1,7
2025-02-20,125008,30,0,Android,8,11,1,7
2025-02-20,110333,19,0,iOS,6,3,1,6
2025-02-20,16362,18,1,Android,6,0,0,5
2025-02-20,110003,19,0,Android,6,8,1,6
2025-02-20,128038,17,1,Android,3,3,1,3
2025-02-20,118300,23,0,Android,7,13,1,7
2025-02-20,128794,35,1,iOS,10,0,0,2
2025-02-20,108183,23,1,Android,5,11,1,5
2025-02-20,124894,32,0,Android,6,9,1,4
2025-02-20,117801,22,1,Android,6,2,1,6
2025-02-20,20928,26,1,Android,7,8,1,7
2025-02-20,19384,25,1,Android,10,10,1,10
2025-02-20,16462,25,1,Android,5,3,1,5
2025-02-20,9464,27,1,Android,4,9,1,4
2025-02-20,129453,16,1,Android,9,0,0,4
2025-02-20,16800,25,0,Android,5,20,1,5
2025-02-20,116517,61,0,Android,6,0,0,2
2025-02-20,124775,56,1,Android,8,0,0,2
2025-02-20,16778,34,0,iOS,3,16,1,2
2025-02-20,117489,21,1,Android,6,10,1,6
2025-02-20,22164,21,0,Android,7,0,0,7
2025-02-20,23004,30,0,iOS,5,1,1,5
2025-02-20,128414,40,1,Android,6,0,0,2
2025-02-20,113318,19,0,iOS,6,341,1,6
2025-02-20,111553,18,1,Android,5,0,0,5
2025-02-20,127173,20,0,iOS,4,0,0,4
2025-02-20,22623,25,0,iOS,9,10,1,9
2025-02-20,116540,36,1,Android,6,3,1,2
2025-02-20,23091,23,0,Android,10,12,1,10
2025-02-20,22854,30,1,iOS,8,6,1,7
2025-02-20,8953,24,0,iOS,7,0,0,7
2025-02-20,548,30,0,iOS,13,10,1,12
2025-02-20,18296,26,0,Android,4,0,0,4
2025-02-20,128984,29,1,Android,7,0,0,5
2025-02-20,11427,35,1,Android,10,11,1,2
2025-02-20,19506,36,1,Android,12,2,1,4
2025-02-20,119491,21,1,Android,6,8,1,5
2025-02-20,118603,36,1,Android,7,1,1,2
2025-02-20,22097,23,1,Android,5,0,0,5
2025-02-20,121793,15,0,Android,8,0,0,4
2025-02-20,9807,25,1,Android,3,0,0,3
2025-02-20,124553,19,1,Android,5,18,1,5
2025-02-20,16630,21,0,Android,10,36,1,10
2025-02-20,125770,22,1,Android,3,2,1,3
2025-02-20,128812,20,0,iOS,7,11,1,7
2025-02-20,8221,19,1,Android,6,6,1,6
2025-02-20,110563,34,0,iOS,3,8,1,2
2025-02-20,14820,53,1,Android,5,0,0,2
2025-02-20,19090,25,1,iOS,11,11,1,11
2025-02-20,128040,14,0,Android,11,379,1,2
2025-02-20,14493,23,1,Android,12,10,1,11
2025-02-20,124473,21,1,Android,13,1,1,11
2025-02-20,121192,27,0,Android,6,6,1,6
2025-02-20,22593,50,1,Android,5,0,0,2
2025-02-20,4563,15,1,iOS,3,0,0,1
2025-02-20,15197,21,1,iOS,4,2,1,4
2025-02-20,107224,22,0,Android,11,1,1,11
2025-02-20,121961,48,1,Android,7,0,0,2
2025-02-20,111743,20,1,Android,7,2,1,7
2025-02-20,21086,37,0,iOS,5,0,0,4
2025-02-20,109854,38,0,iOS,6,1,1,2
2025-02-20,115806,22,1,Android,8,0,0,8
2025-02-20,4808,42,0,iOS,7,1,1,2
2025-02-20,3462,18,0,Android,8,2,1,8
2025-02-20,122610,51,1,Android,11,0,0,4
2025-02-20,108711,32,1,Android,12,6,1,11
2025-02-20,123685,31,1,iOS,6,1,1,6
2025-02-20,736,20,1,iOS,4,2,1,4
2025-02-20,127270,42,1,iOS,6,0,0,2
2025-02-20,128249,37,1,Android,6,2,1,2
2025-02-20,13624,27,0,Android,5,2,1,5
2025-02-20,22225,28,0,iOS,11,11,1,11
2025-02-20,5945,40,1,Android,1,0,0,1
2025-02-20,120900,33,0,Android,3,0,0,2
2025-02-20,7061,29,1,Android,3,0,0,3
2025-02-20,112835,31,1,Android,8,4,1,6
2025-02-20,10211,34,0,Android,13,8,1,2
2025-02-20,112842,15,1,Android,5,1,1,1
2025-02-20,21459,47,0,iOS,15,0,0,5
2025-02-20,12849,26,0,Android,3,1,1,3
2025-02-20,9858,21,0,iOS,3,0,0,3
2025-02-20,19913,23,1,Android,4,0,0,4
2025-02-20,127490,48,0,Android,8,0,0,2
2025-02-20,8901,30,0,iOS,5,0,0,5
2025-02-20,128987,23,1,Android,10,17,1,9
2025-02-20,109690,22,1,iOS,7,8,1,7
2025-02-20,16187,37,0,Android,7,0,0,2
2025-02-20,21655,20,1,Android,10,21,1,10
2025-02-20,117991,20,1,Android,10,0,0,10
2025-02-20,2114,41,1,Android,7,0,0,2
2025-02-20,15031,45,0,Android,10,0,0,2
2025-02-20,16600,43,1,iOS,5,0,0,2
2025-02-20,115229,19,1,Android,18,2,1,17
2025-02-20,124693,18,0,iOS,9,8,1,9
2025-02-20,10250,36,1,Android,1,1,1,1
2025-02-20,127763,22,1,Android,5,9,1,5
2025-02-20,23098,27,0,Android,5,8,1,5
2025-02-20,122201,16,0,Android,5,4,1,5
2025-02-20,18039,29,0,Android,10,0,0,10
2025-02-20,18539,22,1,iOS,7,12,1,7
2025-02-20,19276,20,1,Android,4,0,0,4
2025-02-20,109296,16,1,iOS,3,0,0,2
2025-02-20,121423,46,1,iOS,9,0,0,9
2025-02-20,123637,17,0,Android,3,25,1,3
2025-02-20,124096,39,0,iOS,4,0,0,2
2025-02-20,127720,33,0,iOS,9,3,1,4
2025-02-20,127091,27,0,iOS,2,10,1,2
2025-02-20,2715,44,0,iOS,3,0,0,2
2025-02-20,122659,49,1,Android,4,0,0,2
2025-02-20,124866,38,1,Android,8,2,1,2
2025-02-20,1470,19,0,iOS,12,5,1,11
2025-02-20,4100,47,1,iOS,6,0,0,1
2025-02-20,109824,17,0,Android,13,9,1,13
2025-02-20,16308,18,0,iOS,1,7,1,1
2025-02-20,121692,33,0,iOS,5,2,1,2
2025-02-20,22915,22,1,Android,5,18,1,5
2025-02-20,129316,29,1,Android,4,0,0,4
2025-02-20,115139,17,0,Android,3,0,0,2
2025-02-20,129455,22,1,iOS,8,6,1,8
2025-02-20,111695,36,0,Android,9,2,1,2
2025-02-20,22330,34,1,Android,2,5,1,2
2025-02-20,1136,19,0,iOS,2,2,1,2
2025-02-20,18792,45,0,Android,7,0,0,2
2025-02-20,12625,25,1,iOS,5,0,0,5
2025-02-20,23178,19,0,Android,10,0,0,10
2025-02-20,16467,19,0,iOS,2,4,1,2
2025-02-20,122484,41,0,Android,7,0,0,2
2025-02-20,9615,34,0,iOS,5,23,1,3
2025-02-20,110407,27,1,Android,5,0,0,5
2025-02-20,18270,29,1,Android,1,16,1,1
2025-02-20,15439,19,1,iOS,2,11,1,2
2025-02-20,14380,23,1,Android,4,6,1,4
2025-02-20,114334,16,0,Android,9,1,1,7
2025-02-20,119174,17,0,Android,6,3,1,6
2025-02-20,16100,32,1,iOS,9,6,1,3
2025-02-20,108751,23,1,iOS,5,1,1,5
2025-02-20,127985,40,1,iOS,8,0,0,2
2025-02-20,110135,26,1,iOS,5,3,1,5
2025-02-20,22918,27,0,Android,3,0,0,3
2025-02-20,122870,31,0,Android,6,7,1,6
2025-02-20,129186,23,0,Android,7,0,0,7
2025-02-20,21151,52,1,Android,7,0,0,2
2025-02-20,23204,41,0,Android,9,0,0,2
2025-02-20,116248,26,0,Android,5,5,1,4
2025-02-20,21181,32,0,iOS,6,4,1,6
2025-02-20,110605,17,1,iOS,3,3,1,3
2025-02-20,111069,17,1,Android,7,0,0,6
2025-02-20,125034,52,1,Android,7,0,0,2
2025-02-20,123630,28,0,iOS,17,10,1,17
2025-02-20,124392,28,1,Android,7,10,1,7
2025-02-20,22376,30,1,Android,3,0,0,3
2025-02-20,119428,20,0,Android,7,14,1,7
2025-02-20,129046,41,0,iOS,5,0,0,2
2025-02-20,122271,24,0,Android,9,8,1,8
2025-02-20,11346,20,0,Android,9,4,1,9
2025-02-20,17979,18,1,Android,4,1,1,4
2025-02-20,117781,39,1,Android,1,0,0,1
2025-02-20,22172,17,1,Android,3,7,1,3
2025-02-20,6293,49,1,Android,5,0,0,2
2025-02-20,129047,22,1,iOS,1,6,1,1
2025-02-20,700,18,1,iOS,7,0,0,7
2025-02-20,128059,44,1,iOS,5,0,0,2
2025-02-20,116275,20,1,Android,2,0,0,2
2025-02-20,109059,47,0,Android,3,0,0,1
2025-02-20,16604,19,0,Android,8,10,1,8
2025-02-20,15355,15,1,iOS,7,0,0,3
2025-02-20,108526,16,0,Android,4,0,0,2
2025-02-20,23308,29,0,iOS,11,0,0,10
2025-02-20,120324,17,0,Android,4,4,1,4
2025-02-20,123542,27,0,Android,5,10,1,5
2025-02-20,123087,17,1,iOS,4,13,1,4
2025-02-20,4795,35,1,Android,3,0,0,2
2025-02-20,22255,24,1,iOS,8,0,0,7
2025-02-20,116436,26,0,Android,4,6,1,4
2025-02-20,129136,36,0,Android,7,4,1,2
2025-02-20,117812,22,0,Android,6,11,1,6
2025-02-20,22648,24,0,iOS,4,3,1,4
2025-02-20,10143,42,0,Android,8,0,0,2
2025-02-20,128523,19,1,Android,11,11,1,10
2025-02-20,117048,17,0,Android,10,1,1,8
2025-02-20,108320,51,1,iOS,2,0,0,1
2025-02-20,111785,17,1,iOS,1,2,1,1
2025-02-20,124073,22,1,Android,11,0,0,11
2025-02-20,128829,31,0,Android,7,7,1,7
2025-02-20,121633,43,1,Android,12,0,0,2
2025-02-20,16491,49,0,Android,15,0,0,2
2025-02-20,10341,26,0,Android,5,10,1,5
2025-02-20,121565,31,1,iOS,5,1,1,5
2025-02-20,5565,14,1,Android,2,0,0,2
2025-02-20,109374,14,1,iOS,9,35,1,3
2025-02-20,13858,17,1,Android,5,1,1,5
2025-02-20,116238,22,1,Android,8,10,1,8
2025-02-20,3529,40,1,iOS,7,3,1,2
2025-02-20,20016,18,1,iOS,6,5,1,6
2025-02-20,108189,19,1,Android,4,0,0,4
2025-02-20,122715,31,0,iOS,4,4,1,4
2025-02-20,8454,20,0,Android,3,8,1,3
2025-02-20,7068,29,0,Android,7,0,0,6
2025-02-20,11553,25,0,Android,9,0,0,8
2025-02-20,123116,46,0,iOS,11,1,1,9
2025-02-20,12581,23,1,iOS,5,15,1,5
2025-02-20,18027,23,0,Android,5,1,1,5
2025-02-20,7124,25,0,Android,4,11,1,4
2025-02-20,18073,19,0,Android,5,0,0,4
2025-02-20,21473,17,1,iOS,2,6,1,2
2025-02-20,20919,35,1,iOS,3,0,0,2
2025-02-20,128012,27,1,Android,6,0,0,5
2025-02-20,111932,16,0,Android,4,5,1,4
2025-02-20,123070,24,0,Android,9,13,1,9
2025-02-20,129393,34,0,Android,5,2,1,3
2025-02-20,22566,26,1,Android,4,0,0,4
2025-02-20,11235,21,1,Android,6,10,1,6
2025-02-20,126135,33,1,Android,7,8,1,6
2025-02-20,17746,40,1,iOS,6,1,1,2
2025-02-20,116140,22,0,iOS,6,0,0,6
2025-02-20,9263,30,0,Android,4,11,1,4
2025-02-20,108534,34,1,iOS,4,1,1,2
2025-02-20,109949,50,1,iOS,7,4,1,2
2025-02-20,7804,26,1,Android,3,0,0,3
2025-02-20,123993,37,1,Android,11,2,1,2
2025-02-20,121476,20,1,iOS,9,0,0,9
