event_date,user_id,gender,age,os,views,likes
2025-02-18,112079,1,22,iOS,42,8
2025-02-18,71730,1,23,Android,16,1
2025-02-18,156695,0,18,Android,15,5
2025-02-18,120442,0,39,Android,14,2
2025-02-18,138726,1,32,iOS,10,2
2025-02-18,6177,1,19,Android,13,5
2025-02-18,2086,1,48,Android,30,8
2025-02-18,20728,0,26,Android,15,8
2025-02-18,127696,1,24,iOS,15,4
2025-02-18,74604,0,23,iOS,21,3
2025-02-18,163407,1,20,Android,23,8
2025-02-18,77286,0,40,iOS,20,3
2025-02-18,75929,0,33,iOS,8,1
2025-02-18,10176,0,20,Android,30,4
2025-02-18,76234,1,21,Android,14,2
2025-02-18,128951,0,16,iOS,5,1
2025-02-18,123174,0,20,Android,33,4
2025-02-18,51820,1,43,Android,27,6
2025-02-18,162932,1,20,iOS,21,4
2025-02-18,108621,1,17,iOS,20,4
2025-02-18,127222,1,50,iOS,8,2
2025-02-18,50539,1,26,Android,30,8
2025-02-18,72515,0,20,iOS,7,0
2025-02-18,48930,0,17,Android,8,1
2025-02-18,116170,1,27,iOS,32,8
2025-02-18,18235,0,38,iOS,22,3
2025-02-18,166729,0,53,Android,23,3
2025-02-18,76257,1,25,Android,49,12
2025-02-18,108823,0,26,Android,10,1
2025-02-18,140804,1,42,Android,21,6
2025-02-18,50271,0,19,Android,33,10
2025-02-18,121284,1,16,Android,16,4
2025-02-18,69860,1,22,Android,68,10
2025-02-18,79060,1,20,Android,55,7
2025-02-18,123381,0,22,Android,8,3
2025-02-18,70882,0,15,Android,10,1
2025-02-18,113905,1,45,iOS,18,6
2025-02-18,64921,1,23,Android,13,3
2025-02-18,130786,0,34,iOS,34,6
2025-02-18,145163,1,27,Android,11,3
2025-02-18,168090,1,19,Android,21,2
2025-02-18,64443,0,18,iOS,17,3
2025-02-18,118682,1,49,Android,29,11
2025-02-18,65534,1,27,Android,17,2
2025-02-18,154814,0,24,iOS,6,2
2025-02-18,118541,1,20,iOS,13,6
2025-02-18,69486,1,31,iOS,15,2
2025-02-18,140927,1,22,Android,43,7
2025-02-18,76010,1,25,Android,7,0
2025-02-18,121849,0,21,iOS,24,7
2025-02-18,73525,1,24,Android,37,2
2025-02-18,15317,0,21,Android,29,6
2025-02-18,77091,1,21,Android,49,16
2025-02-18,123668,0,21,Android,40,11
2025-02-18,56064,1,23,iOS,23,5
2025-02-18,166517,1,25,iOS,40,10
2025-02-18,114401,0,43,iOS,21,4
2025-02-18,163614,1,22,iOS,75,9
2025-02-18,65274,1,22,Android,13,1
2025-02-18,79694,1,31,iOS,27,3
2025-02-18,5796,1,32,Android,43,6
2025-02-18,158138,1,24,Android,32,2
2025-02-18,156727,0,31,Android,39,9
2025-02-18,59546,0,15,Android,29,10
2025-02-18,72727,0,17,Android,25,5
2025-02-18,141893,1,19,iOS,7,0
2025-02-18,150440,1,36,Android,31,5
2025-02-18,32368,1,17,iOS,14,1
2025-02-18,8390,0,35,iOS,26,8
2025-02-18,75918,1,35,iOS,10,2
2025-02-18,142200,1,50,iOS,45,9
2025-02-18,16282,0,23,Android,15,2
2025-02-18,126492,0,45,iOS,29,8
2025-02-18,124588,0,21,Android,34,6
2025-02-18,50856,1,22,iOS,34,2
2025-02-18,56216,1,18,iOS,11,1
2025-02-18,3256,1,19,Android,36,9
2025-02-18,162519,1,24,Android,15,4
2025-02-18,131633,0,30,iOS,13,2
2025-02-18,134028,0,32,Android,42,7
2025-02-18,162592,1,26,Android,9,0
2025-02-18,78486,1,22,iOS,36,5
2025-02-18,76136,0,18,iOS,30,2
2025-02-18,157049,1,27,Android,29,6
2025-02-18,143644,0,28,Android,20,7
2025-02-18,143066,0,23,Android,8,3
2025-02-18,160262,0,20,iOS,19,3
2025-02-18,124206,0,30,Android,12,3
2025-02-18,16629,1,38,Android,15,6
2025-02-18,156763,0,35,iOS,13,5
2025-02-18,123936,0,35,Android,29,2
2025-02-18,75917,1,28,Android,58,24
2025-02-18,15847,1,20,iOS,30,7
2025-02-18,144511,1,34,Android,7,0
2025-02-18,117089,0,18,Android,34,15
2025-02-18,141295,1,17,Android,10,1
2025-02-18,165260,0,16,Android,20,2
2025-02-18,77896,0,24,iOS,7,0
2025-02-18,121595,1,42,iOS,19,5
2025-02-18,32745,0,18,Android,15,3
2025-02-18,158123,1,15,Android,9,2
2025-02-18,106609,0,21,iOS,43,5
2025-02-18,70688,0,25,iOS,10,3
2025-02-18,79988,1,30,Android,40,8
2025-02-18,163461,1,18,Android,24,9
2025-02-18,76731,0,30,iOS,64,12
2025-02-18,149232,1,33,Android,15,2
2025-02-18,62849,1,28,Android,57,11
2025-02-18,128337,0,19,Android,43,7
2025-02-18,50300,1,35,Android,20,8
2025-02-18,15791,1,39,Android,25,6
2025-02-18,121159,1,33,iOS,8,1
2025-02-18,10887,1,21,Android,22,6
2025-02-18,154070,0,19,iOS,8,0
2025-02-18,27413,1,25,iOS,11,2
2025-02-18,79654,1,34,Android,26,0
2025-02-18,135016,1,19,iOS,12,3
2025-02-18,112123,0,32,iOS,23,5
2025-02-18,78265,0,22,Android,28,5
2025-02-18,106865,0,16,Android,39,11
2025-02-18,70008,1,20,iOS,24,4
2025-02-18,79645,0,39,Android,58,8
2025-02-18,78424,0,20,Android,11,5
2025-02-18,123289,0,47,iOS,19,6
2025-02-18,22511,1,52,iOS,39,9
2025-02-18,66328,1,33,Android,30,9
2025-02-18,120428,1,17,iOS,23,6
2025-02-18,52405,0,38,Android,35,7
2025-02-18,106453,0,18,Android,10,3
2025-02-18,138570,0,20,Android,33,9
2025-02-18,71732,0,23,Android,29,9
2025-02-18,76952,0,28,iOS,15,4
2025-02-18,76648,1,18,Android,20,4
2025-02-18,4319,0,35,Android,36,3
2025-02-18,116049,0,30,Android,19,2
2025-02-18,78095,1,29,Android,29,4
2025-02-18,116875,1,23,iOS,65,11
2025-02-18,78180,0,17,iOS,56,9
2025-02-18,24830,1,31,iOS,23,7
2025-02-18,2830,1,38,Android,22,2
2025-02-18,53743,1,31,iOS,10,1
2025-02-18,29771,0,17,iOS,37,7
2025-02-18,150182,1,16,iOS,30,13
2025-02-18,78758,1,46,iOS,29,5
2025-02-18,161767,1,41,iOS,32,8
2025-02-18,70167,1,16,Android,35,4
2025-02-18,140886,0,22,Android,24,3
2025-02-18,77134,1,32,Android,33,8
2025-02-18,164435,0,28,Android,14,4
2025-02-18,79657,1,47,Android,16,3
2025-02-18,136336,1,38,iOS,14,4
2025-02-18,32977,1,19,Android,19,4
2025-02-18,79904,0,16,iOS,25,5
2025-02-18,117309,1,26,Android,27,6
2025-02-18,153303,0,33,iOS,24,4
2025-02-18,148493,0,56,Android,16,2
2025-02-18,23358,1,22,Android,10,2
2025-02-18,73066,1,32,Android,56,8
2025-02-18,110207,0,15,Android,37,6
2025-02-18,48923,0,20,Android,25,6
2025-02-18,148380,1,49,Android,5,1
2025-02-18,74085,0,40,Android,10,2
2025-02-18,77909,1,16,Android,27,0
2025-02-18,166945,0,32,Android,24,5
2025-02-18,48809,1,18,Android,36,8
2025-02-18,162343,0,38,Android,45,4
2025-02-18,79502,1,17,Android,39,5
2025-02-18,75905,0,36,iOS,7,2
2025-02-18,78635,1,44,iOS,18,5
2025-02-18,154386,0,25,iOS,38,8
2025-02-18,62828,0,23,iOS,66,7
2025-02-18,79195,0,27,Android,28,8
2025-02-18,137751,0,31,iOS,67,12
2025-02-18,68407,1,19,Android,13,3
2025-02-18,72800,1,17,Android,26,15
2025-02-18,79375,1,49,iOS,24,5
2025-02-18,67614,0,27,Android,27,8
2025-02-18,148556,1,48,Android,48,5
2025-02-18,143329,1,21,iOS,10,3
2025-02-18,163867,0,28,Android,43,5
2025-02-18,106527,1,21,Android,34,6
2025-02-18,159460,1,19,iOS,23,8
2025-02-18,168366,1,28,iOS,42,7
2025-02-18,72446,0,20,Android,27,5
2025-02-18,9884,1,25,Android,31,9
2025-02-18,128457,1,37,Android,25,6
2025-02-18,151063,0,25,Android,74,15
2025-02-18,63663,1,30,iOS,11,4
2025-02-18,73727,1,18,Android,8,4
2025-02-18,115541,0,14,Android,27,5
2025-02-18,77982,0,14,iOS,55,13
2025-02-18,114997,0,28,Android,45,8
2025-02-18,17902,1,21,Android,27,8
2025-02-18,131587,1,17,Android,89,17
2025-02-18,72097,1,14,Android,20,2
2025-02-18,78706,0,36,Android,29,2
2025-02-18,121568,1,21,Android,34,3
2025-02-18,145880,0,20,Android,49,11
2025-02-18,116801,0,43,iOS,42,4
2025-02-18,64436,1,21,iOS,25,2
2025-02-18,66602,0,27,Android,36,5
2025-02-18,122186,1,25,Android,6,2
2025-02-18,78230,0,26,Android,35,9
2025-02-18,116525,1,22,Android,46,8
2025-02-18,118296,0,16,Android,36,8
2025-02-18,142818,0,43,Android,40,5
2025-02-18,68777,0,23,Android,14,5
2025-02-18,115701,0,18,iOS,29,10
2025-02-18,160267,1,18,iOS,29,4
2025-02-18,167682,1,24,Android,51,10
2025-02-18,145974,0,27,Android,10,4
2025-02-18,163946,0,16,Android,69,11
2025-02-18,71761,1,18,Android,19,7
2025-02-18,139127,0,20,Android,9,1
2025-02-18,62935,1,15,Android,41,3
2025-02-18,165995,0,31,Android,63,6
2025-02-18,145992,0,26,Android,32,5
2025-02-18,62244,1,34,iOS,58,7
2025-02-18,76599,1,35,Android,18,2
2025-02-18,148066,1,17,Android,12,2
2025-02-18,73056,1,16,Android,43,12
2025-02-18,51346,1,15,Android,18,10
2025-02-18,164795,1,22,Android,25,5
2025-02-18,78819,1,14,iOS,26,5
2025-02-18,9964,1,36,Android,16,3
2025-02-18,79730,1,18,Android,14,2
2025-02-18,52681,1,38,Android,26,12
2025-02-18,117504,1,18,Android,13,1
2025-02-18,71262,0,30,Android,8,0
2025-02-18,131936,1,25,Android,27,5
2025-02-18,162438,1,21,Android,9,2
2025-02-18,76965,0,28,iOS,61,8
2025-02-18,71444,1,22,Android,29,11
2025-02-18,138498,0,29,Android,16,4
2025-02-18,71873,1,20,Android,29,6
2025-02-18,112773,1,32,Android,37,14
2025-02-18,153540,1,54,Android,13,2
2025-02-18,65868,1,24,Android,38,5
2025-02-18,44735,0,44,iOS,41,13
2025-02-18,165890,0,38,Android,30,7
2025-02-18,135486,0,14,Android,27,8
2025-02-18,76837,1,24,iOS,14,4
2025-02-18,63151,1,41,Android,23,4
2025-02-18,71244,1,16,iOS,16,5
2025-02-18,137965,1,21,Android,18,4
2025-02-18,73553,0,31,iOS,42,5
2025-02-18,168391,1,20,iOS,8,1
2025-02-18,79229,1,22,Android,17,3
2025-02-18,144450,1,43,Android,25,3
2025-02-18,148205,1,40,iOS,76,15
2025-02-18,51263,0,35,Android,22,6
2025-02-18,137838,1,39,Android,31,8
2025-02-18,112707,0,22,Android,10,3
2025-02-18,125745,0,23,Android,21,10
2025-02-18,71826,1,35,iOS,36,17
2025-02-18,69818,1,22,Android,35,7
2025-02-18,130072,0,20,Android,18,4
2025-02-18,162761,0,32,Android,39,7
2025-02-18,2497,1,28,iOS,10,2
2025-02-18,33032,0,29,iOS,17,2
2025-02-18,14074,1,16,Android,14,2
2025-02-18,121186,1,30,Android,39,6
2025-02-18,74525,0,15,Android,29,11
2025-02-18,9518,0,22,Android,10,3
2025-02-18,72668,1,20,Android,12,1
2025-02-18,121111,1,30,Android,40,11
2025-02-18,51279,0,21,iOS,55,14
2025-02-18,79307,0,29,Android,11,3
2025-02-18,165732,1,18,Android,7,0
2025-02-18,163647,1,36,Android,56,14
2025-02-18,17593,0,21,Android,9,1
2025-02-18,129324,0,24,iOS,52,12
2025-02-18,136640,1,32,iOS,20,6
2025-02-18,69163,0,29,Android,12,3
2025-02-18,78976,1,36,Android,37,7
2025-02-18,129736,0,20,Android,11,1
2025-02-18,68168,0,28,iOS,14,3
2025-02-18,6130,1,50,Android,41,10
2025-02-18,23817,0,17,iOS,36,7
2025-02-18,128527,0,27,Android,24,6
2025-02-18,164220,0,24,Android,5,1
2025-02-18,130246,1,22,iOS,20,3
2025-02-18,61706,1,40,Android,26,9
2025-02-18,158223,1,42,Android,18,5
2025-02-18,76777,0,32,Android,9,1
2025-02-18,140133,1,20,Android,25,3
2025-02-18,75006,1,24,Android,18,3
2025-02-18,70714,1,29,iOS,53,14
2025-02-18,115217,1,34,iOS,23,3
2025-02-18,79938,1,22,Android,29,5
2025-02-18,155270,0,19,Android,76,20
2025-02-18,65924,0,18,Android,37,9
2025-02-18,109038,0,27,iOS,11,4
2025-02-18,164224,0,26,Android,71,17
2025-02-18,79456,1,22,Android,51,10
2025-02-18,79878,0,35,Android,7,2
2025-02-18,147989,1,23,iOS,17,6
2025-02-18,156003,1,24,Android,29,10
2025-02-18,154879,0,19,iOS,17,1
2025-02-18,20536,1,15,Android,17,1
2025-02-18,120655,1,19,Android,9,0
2025-02-18,129649,1,18,Android,40,10
2025-02-18,143118,1,40,iOS,70,14
2025-02-18,78078,0,19,Android,32,7
2025-02-18,161609,1,31,iOS,33,6
2025-02-18,135631,0,34,Android,30,9
2025-02-18,57959,1,40,Android,41,20
2025-02-18,49528,1,28,iOS,41,10
2025-02-18,16749,1,39,iOS,31,6
2025-02-18,78698,0,17,Android,10,3
2025-02-18,162746,0,15,Android,25,1
2025-02-18,143656,1,24,Android,20,5
2025-02-18,162289,0,17,Android,29,6
2025-02-18,151513,0,18,Android,7,0
2025-02-18,57231,1,43,Android,28,12
2025-02-18,127492,0,20,iOS,58,11
2025-02-18,167348,1,32,iOS,9,3
2025-02-18,61001,0,17,Android,42,9
2025-02-18,115926,1,16,iOS,12,2
2025-02-18,156149,0,30,Android,27,10
2025-02-18,70692,1,53,Android,41,6
2025-02-18,72174,1,22,iOS,14,0
2025-02-18,2010,1,17,Android,10,3
2025-02-18,163232,1,38,iOS,24,7
2025-02-18,57390,1,21,Android,11,2
2025-02-18,78166,0,18,iOS,27,3
2025-02-18,72080,1,20,Android,25,2
2025-02-18,16405,1,17,Android,22,3
2025-02-18,21750,1,33,iOS,19,6
2025-02-18,79061,0,15,iOS,37,8
2025-02-18,66480,0,60,Android,48,5
2025-02-18,160558,1,20,Android,9,3
2025-02-18,154882,1,24,Android,14,3
2025-02-18,127476,0,22,Android,14,3
2025-02-18,111847,1,63,Android,14,4
2025-02-18,163998,1,46,Android,9,0
2025-02-18,79804,1,24,Android,40,12
2025-02-18,76186,1,41,Android,22,8
2025-02-18,77391,1,21,Android,22,8
2025-02-18,70989,1,27,iOS,80,12
2025-02-18,73042,1,24,Android,36,7
2025-02-18,167516,1,39,iOS,41,8
2025-02-18,77217,1,26,Android,22,4
2025-02-18,15261,0,34,iOS,20,4
2025-02-18,137322,1,33,iOS,44,8
2025-02-18,138168,1,25,Android,20,4
2025-02-18,114016,1,32,iOS,35,5
2025-02-18,166111,0,24,Android,43,9
2025-02-18,166458,0,23,Android,43,6
2025-02-18,152188,1,30,iOS,25,6
2025-02-18,129939,0,36,Android,26,4
2025-02-18,156027,1,17,iOS,29,11
2025-02-18,25338,1,30,Android,8,1
2025-02-18,71420,0,16,Android,41,17
2025-02-18,22346,1,42,iOS,11,1
2025-02-18,114761,1,16,Android,24,6
2025-02-18,1644,0,27,Android,22,5
2025-02-18,78570,0,25,iOS,50,9
2025-02-18,63223,0,24,iOS,11,3
2025-02-18,73673,1,22,Android,21,5
2025-02-18,75589,1,26,Android,44,8
2025-02-18,67528,0,27,iOS,21,7
2025-02-18,68821,1,26,Android,51,10
2025-02-18,63952,1,54,Android,18,5
2025-02-18,151066,1,24,Android,17,3
2025-02-18,79240,0,20,iOS,19,1
2025-02-18,65554,1,21,Android,15,5
2025-02-18,76347,0,18,Android,37,3
2025-02-18,1359,1,35,Android,20,4
2025-02-18,71729,1,19,iOS,13,5
2025-02-18,164260,0,27,Android,39,6
2025-02-18,122468,1,32,Android,8,3
2025-02-18,1358,1,18,Android,21,5
2025-02-18,67910,0,15,iOS,19,4
2025-02-18,2913,1,24,iOS,12,5
2025-02-18,133589,1,24,Android,22,6
2025-02-18,139063,1,41,iOS,31,2
2025-02-18,159877,0,32,iOS,8,2
2025-02-18,72333,1,20,Android,7,2
2025-02-18,161816,1,21,iOS,31,6
2025-02-18,156659,0,18,iOS,23,5
2025-02-18,47413,1,26,Android,20,4
2025-02-18,16697,1,48,iOS,11,4
2025-02-18,134612,1,34,iOS,19,5
2025-02-18,5012,1,31,Android,21,8
2025-02-18,164802,0,38,Android,33,6
2025-02-18,48395,1,20,Android,26,6
2025-02-18,159633,1,20,iOS,36,9
2025-02-18,144704,0,16,iOS,24,5
2025-02-18,62186,0,15,iOS,37,5
2025-02-18,161009,1,24,Android,30,6
2025-02-18,158206,0,33,Android,21,4
2025-02-18,164427,0,37,Android,31,5
2025-02-18,143268,0,49,iOS,53,14
2025-02-18,165103,0,20,Android,41,7
2025-02-18,143875,0,40,iOS,16,3
2025-02-18,147854,0,18,Android,28,4
2025-02-18,129436,1,26,iOS,23,9
2025-02-18,168416,1,19,Android,7,1
2025-02-18,56492,0,19,Android,67,11
2025-02-18,68238,1,59,Android,23,5
2025-02-18,133280,1,25,Android,66,10
2025-02-18,147259,0,45,Android,20,4
2025-02-18,157061,1,21,Android,30,5
2025-02-18,77550,1,21,iOS,10,3
2025-02-18,156530,0,41,Android,17,4
2025-02-18,49691,0,21,Android,30,4
2025-02-18,69589,1,18,Android,21,4
2025-02-18,77902,0,24,Android,13,1
2025-02-18,128219,0,14,Android,17,5
2025-02-18,67643,0,43,Android,18,4
2025-02-18,76580,0,56,Android,34,12
2025-02-18,66039,1,18,Android,29,6
2025-02-18,57383,1,50,iOS,41,10
2025-02-18,135790,0,36,iOS,8,1
2025-02-18,54103,1,15,Android,27,7
2025-02-18,76557,0,41,iOS,20,7
2025-02-18,131056,1,27,Android,13,6
2025-02-18,14805,0,16,Android,19,1
2025-02-18,158063,0,22,Android,32,9
2025-02-18,165840,1,21,Android,41,10
2025-02-18,125704,0,30,Android,10,4
2025-02-18,122913,1,40,Android,38,8
2025-02-18,65239,0,22,Android,24,7
2025-02-18,128200,1,21,iOS,45,6
2025-02-18,79446,1,18,Android,12,1
2025-02-18,12512,1,22,Android,44,11
2025-02-18,77728,1,34,Android,15,2
2025-02-18,57104,1,32,Android,21,4
2025-02-18,115646,1,27,Android,51,16
2025-02-18,11754,0,18,Android,46,10
2025-02-18,130638,1,21,iOS,49,11
2025-02-18,148833,1,18,Android,15,1
2025-02-18,107166,0,34,Android,20,2
2025-02-18,78505,0,23,iOS,23,10
2025-02-18,35592,0,52,Android,17,1
2025-02-18,127336,0,15,Android,22,5
2025-02-18,58048,0,19,iOS,9,4
2025-02-18,25360,1,20,Android,34,10
2025-02-18,69993,1,35,iOS,8,1
2025-02-18,3597,0,15,Android,32,9
2025-02-18,144108,0,21,iOS,26,5
2025-02-18,113849,1,15,iOS,22,4
2025-02-18,69479,0,21,Android,29,4
2025-02-18,145176,1,35,Android,25,4
2025-02-18,6067,1,21,Android,23,3
2025-02-18,122170,1,19,iOS,30,7
2025-02-18,79753,0,33,iOS,10,3
2025-02-18,114053,1,56,Android,9,2
2025-02-18,120984,0,29,Android,23,5
2025-02-18,160367,1,24,iOS,9,5
2025-02-18,167572,0,31,Android,19,3
2025-02-18,11009,1,23,Android,58,11
2025-02-18,123398,1,20,iOS,46,12
2025-02-18,143025,0,23,iOS,30,7
2025-02-18,73741,1,34,iOS,7,2
2025-02-18,72673,1,17,Android,6,3
2025-02-18,72065,0,47,iOS,11,2
2025-02-18,150930,0,20,iOS,14,4
2025-02-18,68331,1,29,Android,35,9
2025-02-18,139404,0,42,Android,42,13
2025-02-18,151914,0,24,Android,12,2
2025-02-18,156213,1,15,Android,39,9
2025-02-18,166544,1,37,Android,28,6
2025-02-18,142185,0,30,iOS,25,2
2025-02-18,158651,1,44,Android,23,4
2025-02-18,70175,0,16,iOS,28,7
2025-02-18,156668,0,53,Android,47,12
2025-02-18,62288,1,33,Android,30,3
2025-02-18,9702,1,17,iOS,18,4
2025-02-18,28413,1,18,iOS,26,5
2025-02-18,116489,1,23,Android,12,4
2025-02-18,127388,0,30,Android,23,5
2025-02-18,72753,1,16,Android,9,2
2025-02-18,63743,0,24,Android,24,4
2025-02-18,11473,1,22,Android,43,12
2025-02-18,124945,0,18,Android,15,6
2025-02-18,31882,0,31,Android,7,0
2025-02-18,160636,0,40,Android,12,3
2025-02-18,52465,1,31,Android,20,5
2025-02-18,111162,0,25,iOS,27,3
2025-02-18,10054,1,56,Android,29,5
2025-02-18,49763,0,23,iOS,18,2
2025-02-18,76992,1,49,Android,36,5
2025-02-18,76149,1,31,Android,18,4
2025-02-18,79696,0,43,iOS,63,12
2025-02-18,77008,1,37,iOS,33,9
2025-02-18,51028,1,48,iOS,11,0
2025-02-18,148983,1,22,iOS,53,16
2025-02-18,33489,0,38,Android,22,3
2025-02-18,14234,1,21,Android,20,4
2025-02-18,32698,0,35,Android,24,2
2025-02-18,74776,1,19,Android,35,1
2025-02-18,75517,1,28,Android,81,18
2025-02-18,2902,1,22,Android,8,2
2025-02-18,39029,1,34,Android,26,5
2025-02-18,108103,1,61,iOS,7,5
2025-02-18,64601,0,23,iOS,23,4
2025-02-18,3376,0,29,Android,13,4
2025-02-18,115227,1,21,Android,62,14
2025-02-18,117743,1,59,Android,19,5
2025-02-18,13009,1,26,Android,34,8
2025-02-18,72643,1,32,Android,29,5
2025-02-18,29365,1,39,Android,41,7
2025-02-18,130187,0,31,Android,45,17
2025-02-18,11588,0,28,Android,14,3
2025-02-18,125241,0,18,Android,42,12
2025-02-18,145931,1,46,Android,8,0
2025-02-18,69740,0,25,Android,36,12
2025-02-18,152841,0,23,Android,41,4
2025-02-18,9963,1,37,Android,9,4
2025-02-18,14719,0,18,Android,36,6
2025-02-18,78941,0,42,Android,25,4
2025-02-18,72582,0,36,Android,30,4
2025-02-18,123139,1,24,Android,21,6
2025-02-18,58126,1,15,Android,8,0
2025-02-18,73357,1,18,Android,86,17
2025-02-18,3366,1,38,iOS,17,4
2025-02-18,117715,0,32,Android,9,2
2025-02-18,159475,0,25,iOS,33,7
2025-02-18,21381,0,18,Android,13,2
2025-02-18,165769,1,24,Android,39,5
2025-02-18,117915,0,21,iOS,22,4
2025-02-18,69455,0,20,Android,9,4
2025-02-18,73690,0,32,iOS,53,19
2025-02-18,147862,0,17,iOS,46,7
2025-02-18,156057,0,38,iOS,29,5
2025-02-18,71295,1,18,Android,11,2
